word,is_solution,first_entropy
drole,0,5.466172
droll,1,4.424631
drome,0,5.077817
drone,1,5.397330
drony,0,4.823188
droob,0,3.954600
droog,0,4.037281
drook,0,3.892958
drool,1,4.420973
droop,1,4.097949
drops,0,4.661343
dropt,0,4.902525
dross,1,4.226540
drouk,0,4.411143
drove,1,4.813825
drown,1,4.485679
drows,0,4.415850
drubs,0,4.305292
drugs,0,4.387788
druid,1,4.073804
drums,0,4.386337
drunk,1,4.313633
drupe,0,4.937413
druse,0,5.235260
drusy,0,4.635667
druxy,0,3.773210
dryad,0,4.095834
dryas,0,4.818797
dryer,1,4.304246
dryly,1,3.814220
dsobo,0,3.532083
dsomo,0,3.621228
duads,0,3.957035
duals,0,4.867063
duans,0,4.785998
duars,0,4.945402
dubbo,0,3.286482
ducal,0,4.662144
ducat,0,4.741831
duces,0,4.688143
duchy,1,3.852711
ducks,0,3.794440
ducky,0,3.637477
ducts,0,4.372216
duddy,0,2.608124
duded,0,3.247573
dudes,0,4.058459
duels,0,4.859312
duets,0,4.836221
duett,0,4.300397
duffs,0,3.105377
dufus,0,3.150174
duing,0,4.258235
duits,0,4.691798
dukas,0,4.178687
duked,0,3.612899
dukes,0,4.345341
dukka,0,3.263251
dulce,0,4.945323
dules,0,4.941168
dulia,0,4.714750
dulls,0,3.873115
dully,1,3.711236
dulse,0,5.101962
dumas,0,4.359978
dumbo,0,3.805366
dumbs,0,3.721903
dumka,0,3.828905
dumky,0,3.502017
dummy,1,3.161010
dumps,0,3.858909
dumpy,1,3.716368
dunam,0,4.414369
dunce,1,4.862472
dunch,0,4.197847
dunes,0,4.858266
dungs,0,4.118298
dungy,0,3.988552
dunks,0,3.973289
dunno,0,3.809978
dunny,0,3.591369
dunsh,0,4.390682
dunts,0,4.533804
duomi,0,4.242019
duomo,0,3.654616
duped,0,3.876795
duper,0,4.821596
dupes,0,4.602338
duple,0,4.818382
duply,0,4.150855
duppy,0,3.213776
dural,0,4.996402
duras,0,4.889845
dured,0,4.332064
dures,0,5.056580
durgy,0,4.206376
durns,0,4.680760
duroc,0,4.656033
duros,0,4.767305
duroy,0,4.613022
durra,0,4.244301
durrs,0,4.057410
durry,0,3.903242
durst,0,4.954675
durum,0,3.580422
durzi,0,3.825526
dusks,0,3.241575
dusky,1,3.806130
dusts,0,3.793566
dusty,1,4.356031
dutch,1,4.254429
duvet,1,4.510045
duxes,0,4.054811
dwaal,0,3.936442
dwale,0,4.993249
dwalm,0,4.222621
dwams,0,4.058605
dwang,0,4.102240
dwarf,1,4.180371
dwaum,0,3.946699
dweeb,0,3.682180
dwell,1,3.861617
dwelt,1,4.660397
dwile,0,4.795322
dwine,0,4.686728
dyads,0,3.796359
dyers,0,4.758684
dying,1,4.110810
dyked,0,3.398843
dykes,0,4.150409
dykey,0,3.362140
dykon,0,3.928714
dynel,0,4.826439
dynes,0,4.666723
dzhos,0,3.500927
eager,1,4.784315
eagle,1,4.824291
eagre,0,4.917493
ealed,0,4.828689
eales,0,4.968618
eaned,0,4.773415
eards,0,5.226660
eared,0,4.952426
earls,0,5.521403
early,1,5.317116
earns,0,5.481821
earnt,0,5.690444
earst,0,5.757081
earth,1,5.415127
eased,0,4.733591
easel,1,5.029607
easer,0,5.080536
eases,0,4.150343
easle,0,5.115172
easts,0,4.599477
eaten,1,5.028045
eater,1,5.162369
eathe,0,4.838077
eaved,0,4.170375
eaves,0,4.314442
ebbed,0,3.217844
ebbet,0,3.579859
ebons,0,4.649299
ebony,1,4.493245
ebook,0,3.565300
ecads,0,4.810071
eched,0,3.968114
eches,0,4.089223
echos,0,4.466751
eclat,1,5.258936
ecrus,0,4.787374
edema,0,4.063802
edged,0,3.305031
edger,0,4.219763
edges,0,3.994412
edict,1,4.870162
edify,1,4.123823
edile,0,4.645806
edits,0,4.860105
educe,0,4.250341
educt,0,4.651283
eejit,0,3.983611
eensy,0,4.427693
eerie,1,4.287906
eeven,0,3.406275
eevns,0,4.005950
effed,0,3.091647
egads,0,4.638062
egers,0,4.316333
egest,0,4.389930
eggar,0,4.261756
egged,0,3.269411
egger,0,3.607840
egmas,0,4.475711
egret,1,4.635915
ehing,0,4.522546
eider,0,4.682847
eidos,0,4.836839
eight,1,4.613045
eigne,0,4.487142
eiked,0,4.034751
eikon,0,4.583492
eilds,0,4.869052
eisel,0,4.861453
eject,1,3.750380
ejido,0,3.985663
eking,1,4.188159
ekkas,0,3.749258
elain,0,5.450715
eland,0,5.243790
elans,0,5.369569
elate,1,5.218084
elbow,1,4.279428
elchi,0,4.561352
elder,1,4.676995
eldin,0,4.952237
elect,1,4.708906
elegy,1,4.142518
elemi,0,4.266142
elfed,0,4.106009
elfin,1,4.687962
eliad,0,5.233850
elide,1,4.706499
elint,0,5.348128
elite,1,5.035049
elmen,0,4.455792
eloge,0,4.610020
elogy,0,4.677988
eloin,0,5.249929
elope,1,4.663091
elops,0,4.891489
elpee,0,3.899822
elsin,0,5.181692
elude,1,4.500435
elute,0,4.812766
elvan,0,4.756130
elven,0,4.195249
elver,0,4.309014
elves,0,4.150350
emacs,0,4.812824
email,1,5.103123
embar,0,4.759967
embay,0,4.288859
embed,1,3.752100
ember,1,4.096868
embog,0,3.984661
embow,0,3.799893
embox,0,3.493063
embus,0,4.043097
emcee,1,3.529117
emeer,0,3.770147
emend,0,4.017172
emerg,0,4.076466
emery,0,4.187280
emeus,0,4.002760
emics,0,4.622811
emirs,0,4.911028
emits,0,4.810559
emmas,0,3.996618
emmer,0,3.626884
emmet,0,3.647206
emmew,0,2.969288
emmys,0,3.434134
emoji,0,3.788052
emong,0,4.392586
emote,0,4.550181
emove,0,3.867863
empts,0,4.399094
empty,1,4.210566
emule,0,4.379802
emure,0,4.478964
emyde,0,3.828327
emyds,0,4.055480
enact,1,5.323889
enarm,0,5.131707
enate,0,5.074706
ended,0,3.614845
ender,0,4.534442
endew,0,3.895986
endow,1,4.256847
endue,0,4.306593
enema,1,4.299629
enemy,1,3.964581
enews,0,3.959976
enfix,0,3.694765
eniac,0,5.070959
enjoy,1,3.904291
enlit,0,5.217559
enmew,0,3.787984
ennog,0,3.896587
ennui,1,3.950037
enoki,0,4.446859
enols,0,5.103839
enorm,0,4.930863
enows,0,4.500725
enrol,0,5.257998
ensew,0,4.118180
ensky,0,4.196318
ensue,1,4.529027
enter,1,4.810534
entia,0,5.169970
entry,1,4.948452
enure,0,4.763501
enurn,0,4.303057
envoi,0,4.292919
envoy,1,4.185527
enzym,0,3.462059
eorls,0,5.331785
eosin,0,5.154507
epact,0,5.123354
epees,0,3.642784
ephah,0,3.885517
ephas,0,4.588616
ephod,0,4.274834
ephor,0,4.697621
epics,0,4.702609
epoch,1,4.540847
epode,0,4.327203
epopt,0,4.189924
epoxy,1,3.793535
epris,0,4.951146
equal,1,4.286118
eques,0,3.644977
equid,0,3.863554
equip,1,3.798898
erase,1,5.289078
erbia,0,5.059260
erect,1,4.871425
erevs,0,4.170834
ergon,0,4.975318
ergos,0,4.940035
ergot,0,5.161235
erhus,0,4.726593
erica,0,5.380545
erick,0,4.775544
erics,0,5.217536
ering,0,4.963254
erned,0,4.714077
ernes,0,4.840116
erode,1,4.818344
erose,0,5.075188
erred,0,4.095574
error,1,3.921237
erses,0,4.116058
eruct,0,5.219017
erugo,0,4.828520
erupt,1,5.049988
eruvs,0,4.514558
erven,0,4.320484
ervil,0,4.816645
escar,0,5.205404
escot,0,4.933946
esile,0,4.844195
eskar,0,4.843209
esker,0,4.183584
esnes,0,3.785502
essay,1,4.183387
esses,0,2.960603
ester,1,4.760581
estoc,0,4.810874
estop,0,4.743539
estro,0,5.139140
etage,0,4.742991
etape,0,4.801319
etats,0,4.623597
etens,0,4.514312
ethal,0,5.017563
ether,1,4.533244
ethic,1,4.534826
ethne,0,4.458697
ethos,1,4.666858
ethyl,0,4.465431
etics,0,4.965020
etnas,0,5.184605
ettin,0,4.434466
ettle,0,4.186139
etude,1,4.417243
etuis,0,4.889257
etwee,0,3.567879
etyma,0,4.551610
eughs,0,4.235037
euked,0,3.863819
eupad,0,4.648626
euros,0,5.097742
eusol,0,5.048340
evade,1,4.192009
evens,0,3.917059
event,1,4.103260
evert,0,4.294005
every,1,3.913053
evets,0,3.977711
evhoe,0,3.856065
evict,1,4.562678
evils,0,4.570656
evite,0,4.315793
evohe,0,3.945001
evoke,1,3.714777
ewers,0,4.203905
ewest,0,4.289004
ewhow,0,3.331879
ewked,0,3.450669
exact,1,4.544984
exalt,1,4.754076
exams,0,4.115709
excel,1,3.770528
exeat,0,4.078620
execs,0,3.574995
exeem,0,2.793674
exeme,0,2.833156
exert,1,4.080677
exfil,0,3.845703
exies,0,3.895600
exile,1,4.099092
exine,0,3.991062
exing,0,3.880889
exist,1,4.517305
exits,0,4.320959
exode,0,3.746455
exome,0,3.652292
exons,0,4.242801
expat,0,4.310809
expel,1,3.662458
expos,0,3.886552
extol,1,4.373693
extra,1,4.555993
exude,0,3.549812
exuls,0,4.114281
exult,1,4.319832
exurb,0,3.853926
eyass,0,4.301552
eyers,0,4.426351
eying,1,4.445760
eyots,0,4.863463
eyras,0,5.110096
eyres,0,4.537973
eyrie,0,4.683094
eyrir,0,4.384521
ezine,0,4.002637
fabby,0,3.237583
fable,1,4.869011
faced,0,4.704795
facer,0,5.064244
faces,0,4.844814
facet,1,5.074455
facia,0,3.908881
facta,0,3.951121
facts,0,4.572520
faddy,0,3.440644
faded,0,4.053963
fader,0,4.992783
fades,0,4.776438
fadge,0,4.588720
fados,0,4.465903
faena,0,4.323067
faery,0,4.944273
faffs,0,2.819186
faffy,0,2.665621
faggy,0,3.339019
fagin,0,4.426001
fagot,0,4.604933
faiks,0,4.278882
fails,0,4.846111
faine,0,5.214904
fains,0,4.756664
faint,1,4.964256
fairs,0,4.941465
fairy,1,4.789587
faith,1,4.719265
faked,0,4.335918
faker,0,4.698120
fakes,0,4.483480
fakey,0,4.301324
fakie,0,4.642180
fakir,0,4.484835
falaj,0,3.304267
falls,0,4.034454
false,1,5.269441
famed,0,4.548976
fames,0,4.688839
fanal,0,4.172358
fancy,1,4.386885
fands,0,4.399782
fanes,0,5.012116
fanga,0,3.687773
fango,0,4.344861
fangs,0,4.313094
fanks,0,4.167631
fanny,1,3.762923
fanon,0,4.003381
fanos,0,4.705448
fanum,0,4.194561
faqir,0,4.162344
farad,0,4.135430
farce,1,5.260885
farci,0,4.709890
farcy,0,4.605061
fards,0,4.611764
fared,0,5.056219
farer,0,4.595255
fares,0,5.196469
farle,0,5.385126
farls,0,4.896186
farms,0,4.539734
faros,0,4.911561
farro,0,4.283470
farse,0,5.410295
farts,0,4.950313
fasci,0,4.486912
fasti,0,4.668017
fasts,0,3.985698
fatal,1,4.240660
fated,0,4.933280
fates,0,5.070846
fatly,0,4.625636
fatso,0,4.816461
fatty,1,3.891299
fatwa,0,3.579300
faugh,0,4.089761
fauld,0,4.475752
fault,1,4.833585
fauna,1,3.906137
fauns,0,4.536659
faurd,0,4.595776
fauts,0,4.631275
fauve,0,4.403252
favas,0,3.491312
favel,0,4.561279
faver,0,4.635688
faves,0,4.424953
favor,1,4.429874
favus,0,3.905265
fawns,0,4.175199
fawny,0,4.021793
faxed,0,4.051880
faxes,0,4.194471
fayed,0,4.573607
fayer,0,4.933965
fayne,0,4.870011
fayre,0,5.029118
fazed,0,4.043547
fazes,0,4.186363
feals,0,5.081862
feare,0,4.906690
fears,0,5.169812
feart,0,5.423012
fease,0,4.757745
feast,1,5.283054
feats,0,5.093397
feaze,0,3.884130
fecal,1,4.873610
feces,0,4.146952
fecht,0,4.406071
fecit,0,4.781196
fecks,0,3.998767
fedex,0,3.335356
feebs,0,3.804696
feeds,0,3.967404
feels,0,4.317247
feens,0,4.240848
feers,0,4.408788
feese,0,3.719074
feeze,0,2.831084
fehme,0,3.780258
feign,1,4.516597
feint,0,4.998566
feist,0,5.086074
felch,0,4.430845
felid,0,4.638837
fella,1,4.251644
fells,0,4.072254
felly,0,3.853224
felon,1,4.805816
felts,0,4.815619
felty,0,4.596114
femal,0,4.716895
femes,0,3.984615
femme,1,3.241302
femmy,0,3.315469
femur,1,4.476196
fence,1,4.313371
fends,0,4.416879
fendy,0,4.219991
fenis,0,4.725484
fenks,0,4.185121
fenny,0,3.734357
fents,0,4.756528
feods,0,4.552174
feoff,0,3.028284
feral,1,5.191905
ferer,0,3.898290
feres,0,4.513462
feria,0,5.072255
ferly,0,4.713960
fermi,0,4.522765
ferms,0,4.551569
ferns,0,4.874532
ferny,0,4.691019
ferry,1,4.057998
fesse,0,3.728567
festa,0,4.949403
fests,0,4.013166
festy,0,4.539562
fetal,1,5.091970
fetas,0,4.975675
fetch,1,4.424990
feted,0,4.237980
fetes,0,4.377383
fetid,1,4.641828
fetor,0,5.046739
fetta,0,4.274940
fetts,0,4.078530
fetus,1,4.569438
fetwa,0,4.418160
feuar,0,5.068723
feuds,0,4.339505
feued,0,4.087970
fever,1,3.933798
fewer,1,4.016511
feyed,0,3.875198
feyer,0,4.239730
feyly,0,3.661266
fezes,0,3.485152
fezzy,0,2.711043
fiars,0,4.902586
fiats,0,4.826480
fiber,1,4.653026
fibre,1,4.748522
fibro,0,4.300466
fices,0,4.652153
fiche,0,4.450773
fichu,0,3.752712
ficin,0,3.589563
ficos,0,4.327730
ficus,1,4.096937
fides,0,4.579501
fidge,0,4.352444
fidos,0,4.261520
fiefs,0,3.822790
field,1,4.655256
fiend,1,4.559539
fient,0,4.929220
fiere,0,4.656306
fiers,0,4.907465
fiery,1,4.728233
fiest,0,5.001413
fifed,0,3.772096
fifer,0,4.126857
fifes,0,3.927010
fifis,0,2.803740
fifth,1,3.484034
fifty,1,3.461650
figgy,0,3.105202
fight,1,4.005864
figos,0,4.168879
fiked,0,4.133870
fikes,0,4.295520
filar,0,4.948673
filch,0,4.210286
filed,0,4.723184
filer,1,5.030246
files,0,4.879565
filet,1,5.090702
filii,0,2.893500
filks,0,4.013412
fille,0,4.320523
fillo,0,3.859804
fills,0,3.822759
filly,1,3.649180
filmi,0,3.360156
films,0,4.169273
filmy,1,4.015257
filos,0,4.550680
filth,1,4.418354
filum,0,4.057895
final,1,4.738581
finca,0,4.446868
finch,1,4.125832
finds,0,4.157891
fined,0,4.645189
finer,1,4.976348
fines,0,4.801972
finis,0,3.683346
finks,0,3.930567
finny,0,3.524758
finos,0,4.484360
fiord,0,4.617739
fiqhs,0,3.297738
fique,0,3.860483
fired,0,4.842634
firer,0,4.394867
fires,0,4.997127
firie,0,4.384568
firks,0,4.153602
firms,0,4.307983
firns,0,4.631064
firry,0,3.857636
first,1,4.924730
firth,0,4.579947
fiscs,0,3.580150
fishy,1,3.976897
fisks,0,3.207313
fists,0,3.767117
fisty,0,4.336636
fitch,0,4.204018
fitly,0,4.425928
fitna,0,4.651295
fitte,0,4.321377
fitts,0,3.843270
fiver,0,4.423092
fives,0,4.220521
fixed,0,3.837175
fixer,1,4.189976
fixes,0,3.990261
fixit,0,3.095591
fizzy,1,2.506856
fjeld,0,3.696945
fjord,1,3.678121
flabs,0,4.322298
flack,1,4.206104
flaff,0,2.980942
flags,0,4.422409
flail,1,4.189645
flair,1,5.046899
flake,1,4.738472
flaks,0,4.267074
flaky,1,4.108655
flame,1,4.910622
flamm,0,3.620716
flams,0,4.411109
flamy,0,4.277149
flane,0,5.233228
flank,1,4.330286
flans,0,4.737258
flaps,0,4.458092
flare,1,5.377381
flary,0,4.748933
flash,1,4.653241
flask,1,4.392756
flats,0,4.826114
flava,0,3.543659
flawn,0,4.265084
flaws,0,4.227542
flawy,0,4.092064
flaxy,0,3.778610
flays,0,4.452072
fleam,0,4.651568
fleas,0,4.920955
fleck,1,4.158876
fleek,0,3.966674
fleer,0,4.558902
flees,0,4.392203
fleet,1,4.595615
flegs,0,4.398422
fleme,0,4.146486
flesh,1,4.630926
fleur,0,4.838785
flews,0,4.211523
flexi,0,3.859116
flexo,0,3.940367
fleys,0,4.404998
flick,1,4.010236
flics,0,4.448686
flied,0,4.794916
flier,1,5.106122
flies,0,4.951470
flimp,0,3.984785
flims,0,4.222631
fling,1,4.191491
flint,1,4.726028
flips,0,4.270014
flirs,0,4.693079
flirt,1,4.920479
flisk,0,4.197664
flite,0,5.117943
flits,0,4.646911
flitt,0,4.088305
float,1,4.978258
flobs,0,4.137110
flock,1,4.012344
flocs,0,4.446813
floes,0,4.932758
flogs,0,4.227557
flong,0,4.238641
flood,1,3.765653
floor,1,4.153052
flops,0,4.264472
flora,1,4.879371
flors,0,4.691086
flory,0,4.566349
flosh,0,4.474676
floss,1,3.858899
flota,0,4.807062
flote,0,5.097806
flour,1,4.674513
flout,1,4.622240
flown,1,4.069496
flows,0,4.034294
flubs,0,3.915355
flued,0,4.586452
flues,0,4.732372
fluey,0,4.548350
fluff,1,2.565790
fluid,1,4.258502
fluke,1,4.334458
fluky,0,3.691068
flume,1,4.483983
flump,0,3.762373
flung,1,3.985218
flunk,1,3.897689
fluor,0,4.682719
flurr,0,3.965739
flush,1,4.255235
flute,1,4.893539
fluty,0,4.251988
fluyt,0,4.238950
flyby,0,2.959990
flyer,1,4.709191
flype,0,4.355327
flyte,0,4.674035
foals,0,4.849341
foams,0,4.439704
foamy,1,4.288172
focal,1,4.645655
focus,1,4.162290
foehn,0,4.538528
fogey,0,4.346617
foggy,1,3.166119
fogie,0,4.672493
fogle,0,4.734637
fogou,0,3.298618
fohns,0,4.209323
foids,0,4.345287
foils,0,4.683579
foins,0,4.584980
foist,1,4.868142
folds,0,4.293909
foley,0,4.706521
folia,0,4.676164
folic,0,4.430066
folie,0,5.060022
folio,1,3.951198
folks,0,4.067404
folky,0,3.883624
folly,1,3.699845
fomes,0,4.519263
fonda,0,4.406618
fonds,0,4.233330
fondu,0,4.062533
fones,0,4.852621
fonly,0,4.400181
fonts,0,4.571858
foods,0,3.594420
foody,0,3.448677
fools,0,3.932699
foots,0,3.939820
footy,0,3.771434
foram,0,4.614223
foray,1,4.737086
forbs,0,4.272120
forby,0,4.128515
force,1,5.059603
fordo,0,3.811981
fords,0,4.437526
forel,0,5.125749
fores,0,5.021160
forex,0,4.266641
forge,1,4.821694
forgo,1,3.720994
forks,0,4.211934
forky,0,4.032918
forme,0,4.816902
forms,0,4.358281
forte,1,5.226070
forth,1,4.637603
forts,0,4.775525
forty,1,4.603442
forum,1,4.259093
forza,0,4.011914
forze,0,4.321872
fossa,0,3.946244
fosse,0,4.262655
fouat,0,4.766201
fouds,0,4.127044
fouer,0,4.921562
fouet,0,4.946023
foule,0,4.920863
fouls,0,4.457469
found,1,4.230617
fount,0,4.589388
fours,0,4.564066
fouth,0,4.330885
fovea,0,4.383904
fowls,0,4.058949
fowth,0,3.915849
foxed,0,3.880853
foxes,0,4.025826
foxie,0,4.161662
foyer,1,4.757021
foyle,0,4.739656
foyne,0,4.669218
frabs,0,4.485326
frack,0,4.377153
fract,0,5.038140
frags,0,4.571574
frail,1,5.051329
fraim,0,4.692484
frame,1,5.061795
franc,0,4.789321
frank,1,4.502755
frape,0,5.113310
fraps,0,4.612034
frass,0,4.189029
frate,0,5.473627
frati,0,4.966430
frats,0,4.992284
fraud,1,4.615028
fraus,0,4.717809
frays,0,4.606501
freak,1,4.683023
freed,1,4.360397
freer,1,3.910067
frees,0,4.513001
freet,0,4.738846
freit,0,5.167878
fremd,0,4.397324
frena,0,5.070328
freon,0,4.972109
frere,0,3.963417
fresh,1,4.766098
frets,0,4.950272
friar,1,4.398154
fribs,0,4.283907
fried,1,4.917864
frier,0,4.472328
fries,0,5.065484
frigs,0,4.373315
frill,1,4.156442
frise,0,5.208745
frisk,1,4.326343
frist,0,4.973133
frith,0,4.661110
frits,0,4.800633
fritt,0,4.261125
fritz,1,4.045103
frize,0,4.360658
frizz,0,3.007822
frock,1,4.185742
froes,0,5.046384
frogs,0,4.372227
frond,1,4.578750
frons,0,4.694175
front,1,4.936650
frore,0,4.515005
frorn,0,4.128003
frory,0,3.928980
frosh,0,4.602516
frost,1,4.965647
froth,1,4.675940
frown,1,4.235085
frows,0,4.177823
frowy,0,4.065539
froze,1,4.339200
frugs,0,4.156234
fruit,1,4.799819
frump,0,3.930007
frush,0,4.398473
frust,0,4.766263
fryer,0,4.066838
fubar,0,4.401246
fubby,0,2.813534
fubsy,0,3.773158
fucks,0,3.572967
fucus,0,3.228321
fuddy,0,3.019511
fudge,1,4.169941
fudgy,0,3.538214
fuels,0,4.623976
fuero,0,4.758203
fuffs,0,2.404817
fuffy,0,2.243640
fugal,0,4.261004
fuggy,0,2.915478
fugie,0,4.451791
fugio,0,4.013632
fugle,0,4.497434
fugly,0,3.852217
fugue,1,3.571995
fugus,0,3.066247
fujis,0,3.458572
fulls,0,3.633931
fully,1,3.455132
fumed,0,4.150603
fumer,0,4.499539
fumes,0,4.294731
fumet,0,4.509212
fundi,0,3.949694
funds,0,3.977463
fundy,0,3.832408
fungi,1,3.841824
fungo,0,3.952771
fungs,0,3.881600
funks,0,3.741125
funky,1,3.573581
funny,1,3.335268
fural,0,4.735722
furan,0,4.697026
furca,0,4.508697
furls,0,4.480741
furol,0,4.642736
furor,1,4.000082
furrs,0,3.819340
furry,1,3.660053
furth,0,4.396669
furze,0,4.101390
furzy,0,3.453572
fused,0,4.456708
fusee,0,4.315830
fusel,0,4.773587
fuses,0,3.877667
fusil,0,4.470617
fusks,0,3.009928
fussy,1,3.386642
fusts,0,3.567037
fusty,0,4.135537
futon,0,4.439726
fuzed,0,3.655913
fuzee,0,3.497078
fuzes,0,3.804347
fuzil,0,3.644003
fuzzy,1,2.305734
fyces,0,4.259296
fyked,0,3.749109
fykes,0,3.920519
fyles,0,4.501430
fyrds,0,4.005486
fytte,0,3.903517
gabba,0,2.910966
gabby,0,3.395878
gable,0,5.028230
gaddi,0,3.696012
gades,0,4.918537
gadge,0,4.209825
gadid,0,3.890846
gadis,0,4.608783
gadje,0,4.219472
gadjo,0,3.756238
gadso,0,4.660161
gaffe,1,3.948915
gaffs,0,3.434977
gaged,0,4.178725
gager,0,4.516644
gages,0,4.316815
gaids,0,4.660335
gaily,1,4.834056
gains,0,4.887793
gairs,0,5.092418
gaita,0,4.384914
gaits,0,5.003294
gaitt,0,4.454266
gajos,0,4.002371
galah,0,4.145177
galas,0,4.263716
galax,0,3.508062
galea,0,4.596806
galed,0,5.091522
gales,0,5.225924
galls,0,4.198070
gally,0,4.028262
galop,0,4.700863
galut,0,4.904186
galvo,0,4.326473
gamas,0,3.885606
gamay,0,3.741209
gamba,0,3.433719
gambe,0,4.574402
gambo,0,4.099932
gambs,0,4.055766
gamed,0,4.705720
gamer,1,5.035786
games,0,4.838892
gamey,0,4.657986
gamic,0,4.345267
gamin,0,4.564417
gamma,1,2.994522
gamme,0,4.134618
gammy,0,3.493067
gamps,0,4.188953
gamut,1,4.521022
ganch,0,4.513695
gandy,0,4.394616
ganef,0,4.745783
ganev,0,4.600189
gangs,0,3.930121
ganja,0,3.299949
ganof,0,4.433740
gants,0,4.867355
gaols,0,4.998565
gaped,0,4.755491
gaper,0,5.099906
gapes,0,4.894341
gapos,0,4.584269
gappy,0,3.531920
garbe,0,5.094681
garbo,0,4.643859
garbs,0,4.595555
garda,0,4.156853
gares,0,5.339036
garis,0,5.047192
garms,0,4.691679
garni,0,4.952455
garre,0,4.873702
garth,0,4.950746
garum,0,4.562470
gases,0,4.414824
gasps,0,3.773374
gaspy,0,4.350618
gassy,1,3.950389
gasts,0,4.130573
gatch,0,4.567981
gated,0,5.085626
gater,0,5.421621
gates,0,5.215795
gaths,0,4.562602
gator,0,5.214610
gauch,0,4.410718
gaucy,0,4.423921
gauds,0,4.441285
gaudy,1,4.292240
gauge,1,4.289678
gauje,0,4.300094
gault,0,4.990194
gaums,0,4.362103
gaumy,0,4.207586
gaunt,1,4.873148
gaups,0,4.405047
gaurs,0,4.863384
gauss,0,3.988910
gauze,1,4.325973
gauzy,0,3.703140
gavel,1,4.723971
gavot,0,4.506823
gawcy,0,4.038544
gawds,0,4.053945
gawks,0,3.819884
gawky,1,3.645950
gawps,0,4.017477
gawsy,0,4.224356
gayal,0,4.100336
gayer,1,5.079653
gayly,1,3.832777
gazal,0,3.525864
gazar,0,3.688170
gazed,0,4.201654
gazer,1,4.543102
gazes,0,4.336395
gazon,0,4.078531
gazoo,0,3.346376
geals,0,5.241402
geans,0,5.143181
geare,0,5.042524
gears,0,5.315829
geats,0,5.235079
gebur,0,4.588004
gecko,1,4.172200
gecks,0,4.125911
geeks,0,3.876414
geeky,1,3.662266
geeps,0,4.092295
geese,1,3.861085
geest,0,4.630623
geist,0,5.213924
geits,0,5.044122
gelds,0,4.637202
gelee,0,3.892374
gelid,0,4.804213
gelly,0,4.017182
gelts,0,4.968826
gemel,0,4.304411
gemma,0,3.844257
gemmy,0,3.484006
gemot,0,4.765601
genal,0,5.176522
genas,0,5.048530
genes,0,4.450862
genet,0,4.672165
genic,0,4.680456
genie,1,4.605627
genii,0,4.063320
genip,0,4.660828
genny,0,3.872612
genoa,0,4.993450
genom,0,4.573674
genre,1,4.732625
genro,0,5.035949
gents,0,4.890924
genty,0,4.676561
genua,0,4.802365
genus,0,4.640400
geode,0,4.410968
geoid,0,4.805563
gerah,0,5.117611
gerbe,0,4.359689
geres,0,4.653807
gerle,0,4.823568
germs,0,4.706974
germy,0,4.526581
gerne,0,4.757148
gesse,0,3.872942
gesso,0,4.173545
geste,0,4.620623
gests,0,4.158660
getas,0,5.120983
getup,0,4.529366
geums,0,4.398754
geyan,0,4.826539
geyer,0,4.392715
ghast,0,4.819268
ghats,0,4.667230
ghaut,0,4.625522
ghazi,0,3.718113
ghees,0,4.238698
ghest,0,4.790186
ghost,1,4.641435
ghoul,1,4.426551
ghyll,0,3.505423
giant,1,5.068230
gibed,0,4.464879
gibel,0,4.769205
giber,0,4.814916
gibes,0,4.597909
gibli,0,3.517975
gibus,0,4.031122
giddy,1,3.363647
gifts,0,4.190007
gigas,0,3.934438
gighe,0,3.912950
gigot,0,3.998461
gigue,0,4.026911
gilas,0,4.849575
gilds,0,4.396738
gilet,0,5.235847
gills,0,3.987905
gilly,0,3.813150
gilpy,0,4.211234
gilts,0,4.725694
gimel,0,4.810298
gimme,0,3.912410
gimps,0,3.966179
gimpy,0,3.825352
ginch,0,4.251606
ginge,0,4.160641
gings,0,3.684551
ginks,0,4.064052
ginny,0,3.663674
ginzo,0,3.761436
gipon,0,4.412605
gippo,0,3.514985
gippy,0,3.314061
gipsy,1,4.226308
girds,0,4.524897
girls,0,4.829489
girly,1,4.661463
girns,0,4.765126
giron,0,4.879670
giros,0,4.850757
girrs,0,4.157776
girsh,0,4.696620
girth,1,4.716001
girts,0,4.860113
gismo,0,4.298256
gisms,0,3.518270
gists,0,3.907587
gitch,0,4.329544
gites,0,5.025934
giust,0,4.741910
gived,0,4.230735
given,1,4.417523
giver,1,4.581908
gives,0,4.373088
gizmo,0,3.478864
glace,0,5.291682
glade,1,5.155989
glads,0,4.656043
glady,0,4.530952
glaik,0,4.544685
glair,0,5.212128
glams,0,4.573748
gland,1,4.767422
glans,0,4.887456
glare,1,5.533163
glary,0,4.904518
glass,1,4.216637
glaum,0,4.463735
glaur,0,5.003990
glaze,1,4.579077
glazy,0,3.946268
gleam,1,4.809991
glean,1,5.114019
gleba,0,4.671815
glebe,0,4.235001
gleby,0,4.308731
glede,0,4.391781
gleds,0,4.628155
gleed,0,4.402395
gleek,0,4.118769
glees,0,4.544132
gleet,0,4.746700
gleis,0,4.962406
glens,0,4.861385
glent,0,5.041147
gleys,0,4.563422
glial,0,4.314440
glias,0,4.923477
glibs,0,4.299064
glide,1,4.945076
gliff,0,3.404168
glift,0,4.434991
glike,0,4.702168
glime,0,4.872585
glims,0,4.385817
glint,1,4.858314
glisk,0,4.353988
